text,label
Mobile got infected after installing a fake app. The virus is stealing my contacts and personal information.,Ransomware & Malware
Ordered items worth ₹0 on an online marketplace. Seller marked as shipped but I never received anything.,E-Commerce & Job Fraud
Purchased mobile phone for ₹0 from a fake shopping website. The site disappeared after taking payment.,E-Commerce & Job Fraud
Paid ₹0 for branded shoes on a fake e-commerce site. Never received the product and the site is now closed.,E-Commerce & Job Fraud
A fake account impersonating me is messaging my friends and family asking for money transfers.,Social Media Crimes
Witnessing organized cybercrime activities that need investigation by specialized cyber cell.,Others
Discovered my identity was stolen when I tried to apply for a loan. Someone already took a loan of ₹20000 using my documents.,Hacking & Unauthorized Access
Someone created deepfake videos of me and posted them online. The videos show me in compromising situations that never happened.,Social Media Crimes
My medical records were leaked in a hospital data breach. Sensitive health information is now public.,Hacking & Unauthorized Access
"Got a call about a high-paying job. They asked for ₹0 as security deposit. After paying, they stopped responding.",E-Commerce & Job Fraud
Gaming account was hacked and all my in-game purchases worth ₹0 were stolen or transferred.,Hacking & Unauthorized Access
Someone is sending threatening messages demanding ₹0 or they will leak my private information online.,Online Harassment & Threats
Someone created a fake profile using my name and photos on Facebook. They're posting inappropriate content damaging my reputation.,Social Media Crimes
Joined a skill development course after paying ₹30000. Course content was copied from free YouTube videos.,E-Commerce & Job Fraud
Hacker accessed my Gmail account and used it to reset passwords for my bank accounts. They attempted transactions worth ₹0.,Hacking & Unauthorized Access
Discovered keylogger software on my office computer. Someone was recording all my keystrokes including sensitive information.,Ransomware & Malware
Paid ₹100000 for an entrance exam coaching that guaranteed admission. Institute shut down after collecting fees from students.,E-Commerce & Job Fraud
"Someone created a fake LinkedIn profile with my details and is approaching companies for jobs, damaging my professional reputation.",Social Media Crimes
Someone posed as HR from a multinational company and offered me a work-from-home job. Paid ₹0 for training but they disappeared.,E-Commerce & Job Fraud
False allegations about my professional conduct are being posted on multiple platforms. Losing clients because of these lies.,Social Media Crimes
My business computer systems were attacked by ransomware. Hackers encrypted all data and demanding ₹50000 to restore access.,Ransomware & Malware
My Twitter account was hacked and used to promote cryptocurrency scams. My reputation has been damaged.,Hacking & Unauthorized Access
My phone is infected with a trojan. It's sending SMS to premium numbers and making unauthorized calls costing ₹0.,Ransomware & Malware
Someone is sharing child pornography in a WhatsApp group I was added to without my knowledge. Need to report this immediately.,Social Media Crimes
My competitor is posting negative reviews on my business page with fake accounts to damage my reputation.,Others
Paid ₹20000 for an entrance exam coaching that guaranteed admission. Institute shut down after collecting fees from students.,E-Commerce & Job Fraud
Received notification that my data was compromised in a data breach at Apple. My card details and personal information were leaked.,Hacking & Unauthorized Access
Discovered my book is being distributed as PDF on multiple file-sharing sites without my authorization.,Others
False allegations about my professional conduct are being posted on multiple platforms. Losing clients because of these lies.,Social Media Crimes
Defamatory posts about my professional competence are affecting my career. All allegations are false.,Others
